name,value,date
SQL,1.84,2001-10-28
SQL,1.87,2001-11-31
SQL,1.94,2002-00-30
SQL,2.09,2002-01-27
SQL,2.06,2002-02-29
SQL,2.33,2002-03-29
SQL,2.36,2002-04-29
SQL,2.53,2002-05-29
SQL,2.66,2002-06-31
SQL,2.65,2002-07-29
SQL,2.54,2002-08-29
SQL,2.64,2002-09-30
SQL,2.38,2002-10-29
SQL,2.52,2002-11-31
SQL,2.56,2003-00-31
SQL,2.51,2003-01-28
SQL,2.56,2003-02-31
SQL,2.65,2003-03-30
SQL,3.12,2003-04-30
SQL,3.04,2003-05-30
SQL,2.99,2003-06-31
SQL,3.24,2003-07-31
SQL,3.72,2003-08-30
SQL,3.70,2003-09-31
SQL,2.93,2003-10-30
SQL,3.10,2003-11-31
SQL,3.51,2004-00-31
SQL,3.10,2004-01-29
SQL,2.97,2004-02-31
SQL,2.44,2004-03-30
SQL,2.36,2018-01-08
SQL,2.69,2018-02-07
SQL,2.65,2018-03-01
SQL,1.99,2018-04-06
SQL,2.34,2018-05-10
SQL,2.33,2018-06-07
SQL,2.32,2018-07-01
SQL,2.06,2018-08-03
SQL,2.04,2018-09-05
SQL,1.84,2018-10-08
SQL,2.18,2018-11-02
SQL,2.28,2019-00-04
SQL,1.90,2019-01-06
SQL,1.93,2019-02-02
SQL,2.27,2019-03-07
SQL,2.56,2019-04-04
SQL,2.22,2019-05-09
SQL,1.98,2019-06-06
SQL,1.63,2019-07-05
SQL,1.94,2019-08-09
SQL,1.93,2019-09-05
SQL,1.69,2019-10-03
SQL,1.84,2019-11-06
SQL,1.50,2020-00-05
SQL,1.53,2020-01-04
SQL,1.83,2020-02-04
SQL,2.17,2020-03-02
R,0.06,2007-04-05
R,0.07,2007-05-02
R,0.07,2007-06-02
R,0.06,2007-07-05
R,0.07,2007-08-02
R,0.07,2007-09-04
R,0.09,2007-10-04
R,0.09,2007-11-03
R,0.04,2008-00-03
R,0.06,2008-01-07
R,0.09,2008-05-01
R,0.08,2008-06-02
R,0.06,2008-07-03
R,0.07,2008-08-03
R,0.07,2008-09-06
R,0.08,2008-10-02
R,0.07,2008-11-03
R,0.07,2009-00-02
R,0.08,2009-01-01
R,0.08,2009-02-05
R,0.09,2009-03-07
R,0.10,2009-04-01
R,0.10,2009-05-04
R,0.10,2009-06-02
R,0.11,2009-07-01
R,0.09,2009-08-05
R,0.10,2009-09-02
R,0.10,2009-10-02
R,0.11,2009-11-02
R,0.10,2010-00-05
R,0.14,2010-01-07
R,0.15,2010-02-07
R,0.14,2010-03-05
R,0.20,2010-04-15
R,0.17,2010-06-06
R,0.18,2010-06-30
R,0.33,2010-08-11
R,0.36,2010-09-02
R,0.36,2010-10-03
R,0.54,2010-11-07
R,0.54,2011-00-02
R,0.56,2011-01-08
R,0.49,2011-02-08
R,0.42,2011-03-03
R,0.43,2011-04-02
R,0.37,2011-05-05
R,0.37,2011-05-27
R,0.36,2011-06-08
R,0.40,2011-07-03
R,0.39,2011-08-10
R,0.42,2011-09-09
R,0.50,2011-10-07
R,0.52,2011-11-04
R,0.60,2012-00-08
R,0.62,2012-01-05
R,0.50,2012-02-11
R,0.38,2012-03-08
R,0.38,2012-04-09
R,0.44,2012-05-10
R,0.44,2012-06-04
R,0.43,2012-07-10
R,0.44,2012-08-02
R,0.42,2012-09-05
R,0.42,2012-10-04
R,0.45,2012-11-02
R,0.44,2013-00-05
R,0.46,2013-01-08
R,0.53,2013-02-11
R,0.48,2013-03-07
R,0.54,2013-04-08
R,0.48,2013-05-09
R,0.51,2013-06-07
R,0.51,2013-06-12
R,0.39,2013-07-04
R,0.65,2013-08-11
R,0.55,2013-09-10
R,0.41,2013-10-09
R,0.25,2013-11-06
R,0.25,2014-00-01
R,0.25,2014-01-08
R,0.23,2014-02-03
R,0.26,2014-03-10
R,0.38,2014-04-07
R,0.67,2014-05-08
R,0.41,2014-06-06
R,0.52,2014-07-11
R,0.80,2014-08-01
R,1.52,2014-09-03
R,1.55,2014-10-08
R,1.63,2014-11-07
R,1.04,2015-00-06
R,0.96,2015-01-05
R,0.95,2015-02-07
R,1.03,2015-03-13
R,1.44,2015-04-13
R,1.52,2015-05-06
R,1.23,2015-06-12
R,1.01,2015-07-06
R,1.04,2015-08-05
R,0.99,2015-09-04
R,1.01,2015-10-07
R,1.12,2015-11-04
R,1.05,2016-00-02
R,1.19,2016-01-02
R,1.29,2016-02-03
R,1.27,2016-03-07
R,1.33,2016-04-06
R,1.54,2016-05-05
R,1.51,2016-06-04
R,1.61,2016-07-06
R,1.68,2016-08-08
R,1.74,2016-09-07
R,1.72,2016-10-05
R,1.83,2016-11-04
R,1.79,2017-00-07
R,1.92,2017-01-08
R,2.02,2017-02-07
R,2.14,2017-03-09
R,2.19,2017-04-06
R,2.15,2017-05-03
R,2.11,2017-06-07
R,1.77,2017-07-02
R,1.82,2017-08-06
R,1.68,2017-09-05
R,1.60,2017-10-12
R,1.91,2017-11-09
R,2.55,2018-00-03
R,2.09,2018-01-08
R,1.13,2018-02-07
R,1.81,2018-03-01
R,1.18,2018-04-06
R,1.45,2018-05-10
R,1.15,2018-06-07
R,0.96,2018-07-01
R,1.02,2018-08-03
R,1.21,2018-09-05
R,1.41,2018-10-08
R,1.11,2018-11-02
R,1.33,2019-00-04
R,1.04,2019-01-06
R,1.28,2019-02-02
R,1.18,2019-03-07
R,0.95,2019-04-04
R,0.91,2019-05-09
R,0.84,2019-06-06
R,0.82,2019-07-05
R,1.05,2019-08-09
R,1.26,2019-09-05
R,0.98,2019-10-03
R,0.99,2019-11-06
R,0.81,2020-00-05
R,1.01,2020-01-04
R,1.26,2020-02-04
R,1.54,2020-03-02
